#plate-ifu   agc   sep   dv   mhi   mhilim200   rms
9503-3704           -1      -1.00000      -1.00000      -1.00000        9.6517145       2.69603
9503-6103           -1      -1.00000      -1.00000      -1.00000        9.6540483       2.82696
9503-6104       749378       33.0221      0.761900       10.4700       -1.0000000       2.69523
9503-9101           -1      -1.00000      -1.00000      -1.00000        9.9644212       2.85510
9503-9102       182686       21.3211      0.830960       9.73000       -1.0000000       2.29481
9504-12701           -1      -1.00000      -1.00000      -1.00000        10.211114       2.91285
9504-12702       180939       13.4842       2.09744       9.61000       -1.0000000       2.22505
9504-12703           -1      -1.00000      -1.00000      -1.00000        10.153373       2.58235
9504-12704       180102       39.2509       2.12276       10.4200       -1.0000000       2.66918
9504-12705       183018       40.4675       2.85876       9.32000       -1.0000000       2.58636
9504-1901       182978       28.4115       14.4228       10.1300       -1.0000000       2.80966
9504-1902           -1      -1.00000      -1.00000      -1.00000        10.339673       3.02285
9504-3701           -1      -1.00000      -1.00000      -1.00000        9.7166312       2.50878
9504-3702       180914       82.8473       17.8556       9.56000       -1.0000000       2.60724
9504-3703       183128       12.5686       10.6309       9.41000       -1.0000000       2.40769
9504-3704       721256       47.6391       11.8198       10.0300       -1.0000000       2.80474
9504-6101           -1      -1.00000      -1.00000      -1.00000        10.158597       3.03051
9504-6102           -1      -1.00000      -1.00000      -1.00000        8.9230760       2.52290
9504-6103       180919       23.5891       10.2054       9.51000       -1.0000000       2.51348
9504-6104           -1      -1.00000      -1.00000      -1.00000        8.9272413       2.49244
9504-9101           -1      -1.00000      -1.00000      -1.00000        9.5638984       2.52358
9504-9102           -1      -1.00000      -1.00000      -1.00000        10.694046       2.81942
9505-12701           -1      -1.00000      -1.00000      -1.00000        9.7093029       2.82042
9505-12702       194489       12.4905       1.74850       9.46000       -1.0000000       1.94549
9505-12703       194761       41.5599       4.11258       10.1700       -1.0000000       2.60623
9505-12704       194587       15.0276      0.635980       9.23000       -1.0000000       2.01209
9505-12705           -1      -1.00000      -1.00000      -1.00000        9.6598656       2.62030
9505-1901           -1      -1.00000      -1.00000      -1.00000        9.4225242       2.32976
9505-1902           -1      -1.00000      -1.00000      -1.00000        9.2236564       2.38828
9505-3701           -1      -1.00000      -1.00000      -1.00000        9.0826319       2.37933
9505-3702       190849       25.4286       13.7418       9.58000       -1.0000000       2.20125
9505-3703           -1      -1.00000      -1.00000      -1.00000        9.1361937       2.32502
9505-3704           -1      -1.00000      -1.00000      -1.00000        9.0615647       2.33355
9505-6101           -1      -1.00000      -1.00000      -1.00000        9.1910633       2.47413
9505-6102       194599       30.4479       31.9358       9.71000       -1.0000000       2.18787
9505-6103           -1      -1.00000      -1.00000      -1.00000        10.414543       2.82184
9505-6104       194554       11.3602       35.3303       9.52000       -1.0000000       2.38214
9505-9101           -1      -1.00000      -1.00000      -1.00000        8.9870977       2.25083
9505-9102       194771       30.5155       11.9743       9.53000       -1.0000000       2.45845
9506-12701           -1      -1.00000      -1.00000      -1.00000        10.350697       2.67283
9506-12702           -1      -1.00000      -1.00000      -1.00000        10.232067       2.75766
9506-12703       194164       45.9566       12.8860       9.57000       -1.0000000       2.37438
9506-12704       184442       18.0534      0.237700       10.3900       -1.0000000       2.59394
9506-12705           -1      -1.00000      -1.00000      -1.00000        10.102136       2.88201
9506-1901           -1      -1.00000      -1.00000      -1.00000        8.7849795       2.35426
9506-1902           -1      -1.00000      -1.00000      -1.00000        9.1978143       2.46674
9506-3701           -1      -1.00000      -1.00000      -1.00000        9.9859215       2.74887
9506-3702           -1      -1.00000      -1.00000      -1.00000        9.7762865       2.67962
9506-3703           -1      -1.00000      -1.00000      -1.00000        8.8433018       2.33707
9506-3704           -1      -1.00000      -1.00000      -1.00000        10.242698       2.78981
9506-6101       184424       56.5831       1.44392       9.69000       -1.0000000       2.53792
9506-6102       181195       53.4988       70.2535       9.58000       -1.0000000       2.48311
9506-6103           -1      -1.00000      -1.00000      -1.00000        10.556723       2.89968
9506-6104       194107       41.0932       86.1148       9.76000       -1.0000000       2.46960
9506-9101           -1      -1.00000      -1.00000      -1.00000        10.243640       2.80429
9506-9102       194114       33.1736       16.7271       9.95000       -1.0000000       2.33292
9507-12701         4464       8.42143       18.9643       9.62000       -1.0000000       2.32552
9507-12702           -1      -1.00000      -1.00000      -1.00000        9.8805030       2.54806
9507-12703           -1      -1.00000      -1.00000      -1.00000        10.647456       3.05203
9507-12704         4509       32.0791       87.2163       9.47000       -1.0000000       3.61303
9507-12705           -1      -1.00000      -1.00000      -1.00000        9.2202687       2.41599
9507-1901           -1      -1.00000      -1.00000      -1.00000        10.289493       2.91628
9507-1902           -1      -1.00000      -1.00000      -1.00000        9.7587562       2.47525
9507-3701           -1      -1.00000      -1.00000      -1.00000        10.245832       2.67604
9507-3702           -1      -1.00000      -1.00000      -1.00000        10.600797       2.69528
9507-3703       183817       44.6675       18.8294       9.63000       -1.0000000       2.55621
9507-3704           -1      -1.00000      -1.00000      -1.00000        9.6371612       2.62809
9507-6101           -1      -1.00000      -1.00000      -1.00000        9.8759197       2.54096
9507-6102           -1      -1.00000      -1.00000      -1.00000        8.8237625       2.37825
9507-6103           -1      -1.00000      -1.00000      -1.00000        10.283869       2.88067
9507-9101           -1      -1.00000      -1.00000      -1.00000        10.180631       2.74004
9507-9102           -1      -1.00000      -1.00000      -1.00000        9.8736513       2.51002
9508-12701           -1      -1.00000      -1.00000      -1.00000        10.356517       2.89724
9508-12702         4371       41.3627       31.8870       10.2000       -1.0000000       3.42082
9508-12703           -1      -1.00000      -1.00000      -1.00000        9.8546212       2.57506
9508-12704           -1      -1.00000      -1.00000      -1.00000        10.191867       2.74627
9508-12705       183494       53.4227       7.60788       10.0200       -1.0000000       3.85732
9508-1901           -1      -1.00000      -1.00000      -1.00000        9.2647769       2.67970
9508-1902           -1      -1.00000      -1.00000      -1.00000        9.6200399       2.51287
9508-3701       183239       8.73605       4.83070       9.40000       -1.0000000       2.57339
9508-3702           -1      -1.00000      -1.00000      -1.00000        9.1958079       2.37830
9508-3703       183364       15.6068     0.0129200       9.78000       -1.0000000       2.42194
9508-3704           -1      -1.00000      -1.00000      -1.00000        9.2330963       2.39230
9508-6101       721279       103.060       28.5054       10.0900       -1.0000000       2.65427
9508-6102           -1      -1.00000      -1.00000      -1.00000        9.0859619       2.45813
9508-6103           -1      -1.00000      -1.00000      -1.00000        9.8619485       2.62319
9508-6104           -1      -1.00000      -1.00000      -1.00000        9.8059184       2.63113
9508-9101       183222       9.82321       10.4138       9.39000       -1.0000000       2.42170
9508-9102           -1      -1.00000      -1.00000      -1.00000        10.295186       3.06294
9509-12701       180111       10.4611       6.67282       9.92000       -1.0000000       2.57497
9509-12702       183105       14.8532       3.91060       9.56000       -1.0000000       2.54009
9509-12703           -1      -1.00000      -1.00000      -1.00000        9.6829983       2.71957
9509-12704       183138       45.2271       18.9068       9.88000       -1.0000000       2.70997
9509-12705           -1      -1.00000      -1.00000      -1.00000        10.393959       2.62658
9509-1901       182967       41.4990       21.8248       9.68000       -1.0000000       2.38740
9509-1902           -1      -1.00000      -1.00000      -1.00000        9.6418942       2.91672
9509-3701           -1      -1.00000      -1.00000      -1.00000        8.9646448       2.18203
9509-3702       180945       8.96857       13.0413       9.75000       -1.0000000       2.48772
9509-3703           -1      -1.00000      -1.00000      -1.00000        9.5193897       2.50799
9509-3704           -1      -1.00000      -1.00000      -1.00000        9.1199760       2.35809
9509-6101       183074       28.4329       24.7932       9.45000       -1.0000000       2.38236
9509-6102           -1      -1.00000      -1.00000      -1.00000        8.9461832       2.36011
9509-6103       180956       8.04555       5.57496       9.71000       -1.0000000       2.37494
9509-6104       183127       19.7586       5.33792       9.51000       -1.0000000       2.11523
9509-9101           -1      -1.00000      -1.00000      -1.00000        10.497352       2.99910
9509-9102           -1      -1.00000      -1.00000      -1.00000        9.8650382       4.07593
9510-12701       180240       12.5747       8.82128       9.53000       -1.0000000       2.30970
9510-12702         4373       118.650       20.1192       9.79000       -1.0000000       2.32781
9510-12703           -1      -1.00000      -1.00000      -1.00000        10.183013       2.85927
9510-12704           -1      -1.00000      -1.00000      -1.00000        10.341821       2.89554
9510-12705           -1      -1.00000      -1.00000      -1.00000        10.359483       2.96549
9510-1901       183419       111.911       29.1532       8.98000       -1.0000000       2.38046
9510-1902           -1      -1.00000      -1.00000      -1.00000        9.9983074       2.65524
9510-3701           -1      -1.00000      -1.00000      -1.00000        9.6965984       2.82759
9510-3702           -1      -1.00000      -1.00000      -1.00000        9.8044431       2.44636
9510-3703           -1      -1.00000      -1.00000      -1.00000        9.6385089       3.07500
9510-3704           -1      -1.00000      -1.00000      -1.00000        8.9056526       2.42448
9510-6101         4450       9.06200       8.89012       9.88000       -1.0000000       2.25078
9510-6102       183402       45.9837       67.4743       10.0300       -1.0000000       2.83089
9510-6103       721294       14.2682       3.64286       10.1900       -1.0000000       2.71830
9510-6104           -1      -1.00000      -1.00000      -1.00000        10.220552       3.12880
9510-9101       183419       28.6488       2.23588       8.98000       -1.0000000       2.37680
9510-9102       721287       20.7919       5.50034       9.48000       -1.0000000       2.39690
9511-12701       182047       31.6801       3.03240       10.3600       -1.0000000       2.83588
9511-12702           -1      -1.00000      -1.00000      -1.00000        9.7361577       2.48465
9511-12703       182042       12.6111       8.27482       10.0300       -1.0000000       2.53090
9511-12704       181089       24.0053       13.0642       10.3400       -1.0000000       2.72506
9511-12705           -1      -1.00000      -1.00000      -1.00000        9.8447445       3.28117
9511-1901       182038       25.6051       17.7201       8.86000       -1.0000000       2.45268
9511-1902           -1      -1.00000      -1.00000      -1.00000        9.3723517       2.80397
9511-3701           -1      -1.00000      -1.00000      -1.00000        9.2840174       2.64046
9511-3702           -1      -1.00000      -1.00000      -1.00000        10.209152       3.23362
9511-3703           -1      -1.00000      -1.00000      -1.00000        9.7533287       2.90192
9511-3704           -1      -1.00000      -1.00000      -1.00000        9.2319942       2.77027
9511-6101           -1      -1.00000      -1.00000      -1.00000        9.8218794       3.11642
9511-6102           -1      -1.00000      -1.00000      -1.00000        9.3633506       3.10294
9511-6103       181107       24.2818       33.3254       10.0400       -1.0000000       2.78207
9511-6104           -1      -1.00000      -1.00000      -1.00000        9.7593552       3.00290
9511-9101           -1      -1.00000      -1.00000      -1.00000        10.277771       3.41875
9511-9102           -1      -1.00000      -1.00000      -1.00000        10.590362       3.52929
9512-12701           -1      -1.00000      -1.00000      -1.00000        9.9140306       3.22972
9512-12702           -1      -1.00000      -1.00000      -1.00000        10.447372       4.19888
9512-12703           -1      -1.00000      -1.00000      -1.00000        9.0742616       4.72723
9512-12704       198516       41.9983       38.1522       9.42000       -1.0000000       3.07029
9512-12705       193647       21.6060       9.91656       9.42000       -1.0000000       3.15122
9512-1901           -1      -1.00000      -1.00000      -1.00000        9.9357256       3.33475
9512-1902           -1      -1.00000      -1.00000      -1.00000        9.2877931       3.02627
9512-3701           -1      -1.00000      -1.00000      -1.00000        9.9142649       3.31611
9512-3702           -1      -1.00000      -1.00000      -1.00000        9.9793753       3.59048
9512-3703           -1      -1.00000      -1.00000      -1.00000        8.8647495       3.17128
9512-3704           -1      -1.00000      -1.00000      -1.00000        9.9511224       3.48637
9512-6101           -1      -1.00000      -1.00000      -1.00000        10.163185       3.49983
9512-6103           -1      -1.00000      -1.00000      -1.00000        8.8379087       2.92267
9512-6104           -1      -1.00000      -1.00000      -1.00000        8.9186920       3.13211
9512-9101       190168       28.0115       9.85988       9.94000       -1.0000000       3.41858
9512-9102           -1      -1.00000      -1.00000      -1.00000        8.8738022       2.91982
9513-12701       113232       23.0468       22.3457       9.35000       -1.0000000       2.54897
9513-12702         1408       29.7745       4.42298       9.60000       -1.0000000       2.74217
9513-12703           -1      -1.00000      -1.00000      -1.00000        10.222834       2.86263
9513-12704       113234       4.17502       3.30304       9.81000       -1.0000000       2.82316
9513-12705       122264       24.0585       65.2874       9.81000       -1.0000000       2.98895
9513-1901           -1      -1.00000      -1.00000      -1.00000        9.0015322       2.69117
9513-1902       122265       20.4895       41.2228       9.60000       -1.0000000       2.77149
9513-3701           -1      -1.00000      -1.00000      -1.00000        9.1579611       2.60346
9513-3702       110681       25.6597       57.0861       9.39000       -1.0000000       2.61501
9513-3703           -1      -1.00000      -1.00000      -1.00000        10.254055       2.78762
9513-3704           -1      -1.00000      -1.00000      -1.00000        9.7192078       2.97236
9513-6101         1386       17.4796       27.4336       9.50000       -1.0000000       2.56741
9513-6102           -1      -1.00000      -1.00000      -1.00000        9.5274138       2.57986
9513-6103           -1      -1.00000      -1.00000      -1.00000        9.1802691       2.56025
9513-6104           -1      -1.00000      -1.00000      -1.00000        9.3812094       2.65701
9513-9101       113236       22.7792       49.5093       10.0000       -1.0000000       2.70644
9513-9102           -1      -1.00000      -1.00000      -1.00000        9.6659268       2.65792
9514-12701       122326       42.9376       15.8049       10.0500       -1.0000000       2.95706
9514-12703           -1      -1.00000      -1.00000      -1.00000        9.7613572       2.77388
9514-12704       122343       2.39532       5.02082       9.56000       -1.0000000       2.73243
9514-12705           -1      -1.00000      -1.00000      -1.00000        9.6372189       2.82546
9514-1901           -1      -1.00000      -1.00000      -1.00000        9.9977799       3.01697
9514-1902           -1      -1.00000      -1.00000      -1.00000        9.2721775       2.57447
9514-3702         1584       9.90386       11.6822       10.0600       -1.0000000       2.53433
9514-3703           -1      -1.00000      -1.00000      -1.00000        9.2000682       2.63331
9514-3704         1687       105.809       12.9829       9.58000       -1.0000000       2.53212
9514-6101           -1      -1.00000      -1.00000      -1.00000        9.1387033       2.60676
9514-6103       122405       76.0286       142.503       9.42000       -1.0000000       2.63583
9514-6104           -1      -1.00000      -1.00000      -1.00000        10.110268       3.07687
9514-9102           -1      -1.00000      -1.00000      -1.00000        9.2665688       3.14240
9862-12701           -1      -1.00000      -1.00000      -1.00000        8.8931086       2.51414
9862-12702           -1      -1.00000      -1.00000      -1.00000        8.9230225       2.37378
9862-12703           -1      -1.00000      -1.00000      -1.00000        9.0560820       2.33177
9862-12704           -1      -1.00000      -1.00000      -1.00000        8.9594495       2.38851
9862-12705           -1      -1.00000      -1.00000      -1.00000        9.2069295       2.71986
9862-1901           -1      -1.00000      -1.00000      -1.00000        9.0276203       2.56007
9862-1902           -1      -1.00000      -1.00000      -1.00000        9.0634298       2.51817
9862-3701           -1      -1.00000      -1.00000      -1.00000        9.1524190       2.55173
9862-3702           -1      -1.00000      -1.00000      -1.00000        9.1811844       2.40664
9862-3703           -1      -1.00000      -1.00000      -1.00000        9.0600682       2.37626
9862-3704           -1      -1.00000      -1.00000      -1.00000        9.0044118       1.98484
9862-6101           -1      -1.00000      -1.00000      -1.00000        8.9526390       2.48617
9862-6102           -1      -1.00000      -1.00000      -1.00000        9.0814018       2.25657
9862-6103           -1      -1.00000      -1.00000      -1.00000        9.1583040       2.51645
9862-6104           -1      -1.00000      -1.00000      -1.00000        9.1227311       2.31350
9862-9101           -1      -1.00000      -1.00000      -1.00000        9.1248684       2.47066
9862-9102           -1      -1.00000      -1.00000      -1.00000        8.9913797       2.32196
9863-12701           -1      -1.00000      -1.00000      -1.00000        8.8636249       2.43673
9863-12702           -1      -1.00000      -1.00000      -1.00000        9.0411287       2.71559
9863-12703           -1      -1.00000      -1.00000      -1.00000        9.0214597       1.95888
9863-12704           -1      -1.00000      -1.00000      -1.00000        8.6797359       2.30850
9863-12705           -1      -1.00000      -1.00000      -1.00000        9.0068450       2.36906
9863-1901           -1      -1.00000      -1.00000      -1.00000        8.9791681       1.75682
9863-1902           -1      -1.00000      -1.00000      -1.00000        8.8987881       2.40265
9863-3701           -1      -1.00000      -1.00000      -1.00000        8.8905354       2.38182
9863-3702           -1      -1.00000      -1.00000      -1.00000        9.0129548       2.42770
9863-3703           -1      -1.00000      -1.00000      -1.00000        9.2126305       2.51397
9863-3704           -1      -1.00000      -1.00000      -1.00000        8.8597672       1.99567
9863-6101           -1      -1.00000      -1.00000      -1.00000        9.0208088       2.27318
9863-6102           -1      -1.00000      -1.00000      -1.00000        8.8719979       1.86968
9863-6103           -1      -1.00000      -1.00000      -1.00000        8.8246260       1.98919
9863-6104           -1      -1.00000      -1.00000      -1.00000        8.8825760       2.25983
9863-9101       732343       52.8023       17.7107       9.15000       -1.0000000       2.31778
9863-9102           -1      -1.00000      -1.00000      -1.00000        9.0812167       2.11877
9866-12702        10276       5.61671       6.13112       10.4000       -1.0000000       2.47140
9866-12705           -1      -1.00000      -1.00000      -1.00000        9.8685138       2.48194
9866-1901           -1      -1.00000      -1.00000      -1.00000        9.3731781       2.64461
9866-1902           -1      -1.00000      -1.00000      -1.00000        9.3353212       2.68444
9866-3701           -1      -1.00000      -1.00000      -1.00000        9.7501640       2.66496
9866-3704           -1      -1.00000      -1.00000      -1.00000        9.8855636       2.54690
9866-6101           -1      -1.00000      -1.00000      -1.00000        9.9285245       2.80969
9866-6102           -1      -1.00000      -1.00000      -1.00000        10.318504       2.66791
9866-6103       263826       32.0364       3.28854       9.22000       -1.0000000      -1.00000
9866-9101           -1      -1.00000      -1.00000      -1.00000        10.318167       2.68236
9866-9102           -1      -1.00000      -1.00000      -1.00000        9.3945288       3.00538
9873-12701           -1      -1.00000      -1.00000      -1.00000        9.0383199       2.34886
9873-12702           -1      -1.00000      -1.00000      -1.00000        9.1420895       2.53159
9873-12703           -1      -1.00000      -1.00000      -1.00000        9.0582335       2.22570
9873-12704           -1      -1.00000      -1.00000      -1.00000        9.0596033       2.27931
9873-12705           -1      -1.00000      -1.00000      -1.00000        9.1491642       2.57086
9873-1901           -1      -1.00000      -1.00000      -1.00000        8.9915311       2.28783
9873-1902           -1      -1.00000      -1.00000      -1.00000        9.0879203       2.42873
9873-3701           -1      -1.00000      -1.00000      -1.00000        9.1140801       2.40182
9873-3702           -1      -1.00000      -1.00000      -1.00000        9.1921849       2.49884
9873-3703           -1      -1.00000      -1.00000      -1.00000        8.9377261       2.40239
9873-3704           -1      -1.00000      -1.00000      -1.00000        8.9985350       2.48284
9873-6101           -1      -1.00000      -1.00000      -1.00000        8.9657660       2.45143
9873-6102           -1      -1.00000      -1.00000      -1.00000        8.9763291       1.89175
9873-6103           -1      -1.00000      -1.00000      -1.00000        8.9289591       1.79456
9873-6104           -1      -1.00000      -1.00000      -1.00000        8.7910269       1.95271
9873-9101           -1      -1.00000      -1.00000      -1.00000        9.1530002       2.44679
9873-9102           -1      -1.00000      -1.00000      -1.00000        8.9701543       1.86666
9874-12701           -1      -1.00000      -1.00000      -1.00000        8.8377303       2.13302
9874-12702           -1      -1.00000      -1.00000      -1.00000        8.9496788       1.86033
9874-12703           -1      -1.00000      -1.00000      -1.00000        9.1956476       2.42358
9874-12704           -1      -1.00000      -1.00000      -1.00000        8.9109359       2.05648
9874-12705           -1      -1.00000      -1.00000      -1.00000        8.9262602       2.52650
9874-1901           -1      -1.00000      -1.00000      -1.00000        9.1750843       2.56663
9874-1902           -1      -1.00000      -1.00000      -1.00000        9.1791499       2.32633
9874-3701           -1      -1.00000      -1.00000      -1.00000        8.9259207       1.91978
9874-3702           -1      -1.00000      -1.00000      -1.00000        9.0913613       2.30311
9874-3703           -1      -1.00000      -1.00000      -1.00000        9.0093997       2.45511
9874-3704           -1      -1.00000      -1.00000      -1.00000        9.0435559       2.32799
9874-6101           -1      -1.00000      -1.00000      -1.00000        8.8158101       2.43549
9874-6102           -1      -1.00000      -1.00000      -1.00000        8.9818070       1.99152
9874-6103           -1      -1.00000      -1.00000      -1.00000        9.0419770       1.98157
9874-6104           -1      -1.00000      -1.00000      -1.00000        9.1264097       2.78430
9874-9101           -1      -1.00000      -1.00000      -1.00000        9.0300052       1.84717
9874-9102           -1      -1.00000      -1.00000      -1.00000        8.8986455       2.41285
9875-12701           -1      -1.00000      -1.00000      -1.00000        9.0941161       2.01549
9875-12702           -1      -1.00000      -1.00000      -1.00000        8.8855180       2.45959
9875-12703           -1      -1.00000      -1.00000      -1.00000        9.0260726       1.93877
9875-12704           -1      -1.00000      -1.00000      -1.00000        9.8855919       2.28372
9875-12705           -1      -1.00000      -1.00000      -1.00000        9.0283379       2.46322
9875-1901           -1      -1.00000      -1.00000      -1.00000        8.7784636       1.98853
9875-1902           -1      -1.00000      -1.00000      -1.00000        9.0683080       2.29310
9875-3701           -1      -1.00000      -1.00000      -1.00000        9.1082889       2.53678
9875-3702           -1      -1.00000      -1.00000      -1.00000        9.0484336       2.34690
9875-3703           -1      -1.00000      -1.00000      -1.00000        9.0388565       2.31434
9875-3704           -1      -1.00000      -1.00000      -1.00000        8.9124505       2.45943
9875-6101           -1      -1.00000      -1.00000      -1.00000        9.1271477       1.84071
9875-6102           -1      -1.00000      -1.00000      -1.00000        8.7840008       1.93938
9875-6103           -1      -1.00000      -1.00000      -1.00000        9.0308945       2.21121
9875-6104           -1      -1.00000      -1.00000      -1.00000        8.5247807       2.40817
9875-9101           -1      -1.00000      -1.00000      -1.00000        8.8389148       2.41090
9875-9102           -1      -1.00000      -1.00000      -1.00000        8.9363063       2.07794
9876-12701           -1      -1.00000      -1.00000      -1.00000        8.8167836       1.96786
9876-12702           -1      -1.00000      -1.00000      -1.00000        9.0522329       2.41445
9876-12703           -1      -1.00000      -1.00000      -1.00000        9.2308284       2.51349
9876-12704           -1      -1.00000      -1.00000      -1.00000        8.8539585       1.92560
9876-12705       732491       32.0669       27.6102       9.40000       -1.0000000       2.37312
9876-1901           -1      -1.00000      -1.00000      -1.00000        8.9788377       1.82611
9876-1902           -1      -1.00000      -1.00000      -1.00000        9.2280401       2.58087
9876-3701           -1      -1.00000      -1.00000      -1.00000        9.2320320       2.73739
9876-3702       221214       35.7984       12.5956       9.29000       -1.0000000       2.43480
9876-3703           -1      -1.00000      -1.00000      -1.00000        8.7752578       2.46436
9876-3704           -1      -1.00000      -1.00000      -1.00000        9.0669979       2.41021
9876-6101           -1      -1.00000      -1.00000      -1.00000        9.1287514       2.08308
9876-6102           -1      -1.00000      -1.00000      -1.00000        8.8169646       1.69938
9876-6103           -1      -1.00000      -1.00000      -1.00000        8.8636134       2.02826
9876-6104           -1      -1.00000      -1.00000      -1.00000        8.8985839       2.06880
9876-9101           -1      -1.00000      -1.00000      -1.00000        9.1302883       2.06447
9876-9102           -1      -1.00000      -1.00000      -1.00000        9.0577640       1.87253
9877-12701           -1      -1.00000      -1.00000      -1.00000        9.0042181       1.96959
9877-12702           -1      -1.00000      -1.00000      -1.00000        9.0558986       2.02872
9877-12703           -1      -1.00000      -1.00000      -1.00000        8.9407599       1.73723
9877-12704           -1      -1.00000      -1.00000      -1.00000        8.9588944       2.27269
9877-12705           -1      -1.00000      -1.00000      -1.00000        8.9166280       2.60064
9877-1901           -1      -1.00000      -1.00000      -1.00000        8.8363047       1.89036
9877-1902           -1      -1.00000      -1.00000      -1.00000        8.8879831       2.38223
9877-3701           -1      -1.00000      -1.00000      -1.00000        9.0735857       2.39223
9877-3702           -1      -1.00000      -1.00000      -1.00000        9.1334855       2.46113
9877-3703           -1      -1.00000      -1.00000      -1.00000        8.8332729       1.78760
9877-3704           -1      -1.00000      -1.00000      -1.00000        8.8807615       2.19681
9877-6101           -1      -1.00000      -1.00000      -1.00000        9.0956205       2.49111
9877-6102           -1      -1.00000      -1.00000      -1.00000        8.8393486       2.38341
9877-6103           -1      -1.00000      -1.00000      -1.00000        8.9311788       2.48592
9877-6104           -1      -1.00000      -1.00000      -1.00000        8.7398907       2.40046
9877-9101           -1      -1.00000      -1.00000      -1.00000        9.0732431       2.43370
9877-9102           -1      -1.00000      -1.00000      -1.00000        9.0916648       2.31761
9878-12701       230390       28.0522       4.55364       9.66000       -1.0000000       2.41669
9878-12702           -1      -1.00000      -1.00000      -1.00000        10.112931       2.79446
9878-12703       238627       10.3037       33.1882       9.55000       -1.0000000       2.45960
9878-12704         8482       5.33855       23.3018       10.0300       -1.0000000       1.83701
9878-12705           -1      -1.00000      -1.00000      -1.00000        9.9619451       2.48612
9878-1901           -1      -1.00000      -1.00000      -1.00000        9.2734511       2.42049
9878-1902           -1      -1.00000      -1.00000      -1.00000        9.0747164       2.19628
9878-3701           -1      -1.00000      -1.00000      -1.00000        10.005576       2.92887
9878-3702       231772       10.5457     0.0834800       9.25000       -1.0000000       1.96126
9878-3703           -1      -1.00000      -1.00000      -1.00000        8.9838173       1.91398
9878-3704           -1      -1.00000      -1.00000      -1.00000        9.3061618       2.04573
9878-6101       230274       3.81071       62.4495       9.91000       -1.0000000       2.41538
9878-6102           -1      -1.00000      -1.00000      -1.00000        10.028016       2.94978
9878-6103           -1      -1.00000      -1.00000      -1.00000        9.0489870       2.36943
9878-6104           -1      -1.00000      -1.00000      -1.00000        9.9764365       2.52043
9878-9101       732639       14.4651       62.6353       9.26000       -1.0000000       1.86144
9878-9102       732663       29.7171       3.08064       10.0900       -1.0000000       2.56558
9879-12701           -1      -1.00000      -1.00000      -1.00000        9.8634941       2.38846
9879-12702         8300       19.2058       25.2533       9.83000       -1.0000000       2.53398
9879-12703           -1      -1.00000      -1.00000      -1.00000        8.9322959       2.31805
9879-12704       238872       17.5979       96.2033       10.4300       -1.0000000       2.57254
9879-12705       238799       42.0515       8.44146       9.05000       -1.0000000       2.44372
9879-1901           -1      -1.00000      -1.00000      -1.00000        8.8136003       2.05291
9879-1902           -1      -1.00000      -1.00000      -1.00000        8.8749218       1.99196
9879-3701           -1      -1.00000      -1.00000      -1.00000        9.3873569       1.89471
9879-3702           -1      -1.00000      -1.00000      -1.00000        8.9598169       2.05860
9879-3703       234379       27.6925       5.01242       9.25000       -1.0000000       2.08685
9879-3704           -1      -1.00000      -1.00000      -1.00000        8.9687653       2.38998
9879-6101           -1      -1.00000      -1.00000      -1.00000        8.9036705       1.94081
9879-6102       230107       27.3212       12.6428       9.67000       -1.0000000       2.34682
9879-6103           -1      -1.00000      -1.00000      -1.00000        9.0247479       1.94314
9879-6104           -1      -1.00000      -1.00000      -1.00000        9.0919895       2.09835
9879-9101       230096       2.83394       13.0905       8.97000       -1.0000000       1.72738
9879-9102           -1      -1.00000      -1.00000      -1.00000        9.0450417       2.14849
9880-12701           -1      -1.00000      -1.00000      -1.00000        9.1195787       2.41690
9880-12702           -1      -1.00000      -1.00000      -1.00000        8.8348857       2.42107
9880-12703           -1      -1.00000      -1.00000      -1.00000        9.0337205       1.99921
9880-12704           -1      -1.00000      -1.00000      -1.00000        9.0878492       2.12861
9880-12705           -1      -1.00000      -1.00000      -1.00000        8.8222651       1.85826
9880-1901           -1      -1.00000      -1.00000      -1.00000        8.8762090       2.03050
9880-1902           -1      -1.00000      -1.00000      -1.00000        9.0940120       2.20644
9880-3701           -1      -1.00000      -1.00000      -1.00000        8.7723330       1.94385
9880-3702           -1      -1.00000      -1.00000      -1.00000        9.2042022       2.45251
9880-3703           -1      -1.00000      -1.00000      -1.00000        8.7397690       1.86858
9880-3704           -1      -1.00000      -1.00000      -1.00000        8.8744403       1.80305
9880-6101           -1      -1.00000      -1.00000      -1.00000        9.1365093       2.45626
9880-6102           -1      -1.00000      -1.00000      -1.00000        8.9602991       2.32971
9880-6103           -1      -1.00000      -1.00000      -1.00000        8.9458787       1.97515
9880-6104           -1      -1.00000      -1.00000      -1.00000        8.9908867       1.92265
9880-9101           -1      -1.00000      -1.00000      -1.00000        9.0436805       2.08218
9880-9102           -1      -1.00000      -1.00000      -1.00000        9.0611407       2.40410
9881-12701       231447       2.68251       6.78716       10.1200       -1.0000000       2.57565
9881-12702           -1      -1.00000      -1.00000      -1.00000        9.7936861       2.53737
9881-12703           -1      -1.00000      -1.00000      -1.00000        9.2074315       2.49084
9881-12704           -1      -1.00000      -1.00000      -1.00000        9.1948349       2.50803
9881-12705         8664       21.7820       57.9388       9.66000       -1.0000000       2.84398
9881-1901           -1      -1.00000      -1.00000      -1.00000        9.1191491       1.91008
