plateifu,stellar_pa,halpha_pa,pa_offset,stel_qual,stel_feature,halpha_qual,halpha_feature,halpha_notes
8439-3702,63,43.5,19.5,1,0,1,0,0
8439-9101,255.5,273,17.5,1,0,1,0,0
8440-3704,49,9.5,39.5,1,0,1,0,0
8442-12701,43.5,33,10.5,1,0,1,0,0
8442-1902,329.5,77.5,108,1,0,1,0,0
8442-3703,191.5,174.5,17,1,0,1,0,0
8443-3704,280,277.5,2.5,1,0,1,0,0
8444-12701,26.5,14,12.5,1,0,1,0,0
8444-12702,300,323.5,23.5,1,0,1,0,0
8444-12703,6.5,7,0.5,1,0,1,0,0
8444-12704,330.5,329,1.5,1,0,1,0,0
8444-12705,19,19.5,0.5,1,0,1,0,0
8445-3703,142.5,161,18.5,1,0,1,0,0
8446-1901,50,100,50,1,0,1,0,0
8446-6101,77.5,100.5,23,1,0,1,0,0
8446-6104,312,349.5,37.5,1,0,1,0,0
8446-9102,245,273.5,28.5,1,0,1,0,0
8447-12702,303,283,20,1,0,1,0,0
8447-12704,354.5,67.5,73,1,0,1,0,0
8447-3703,55.5,58.5,3,1,0,1,0,0
8447-6102,104,66,38,1,0,1,0,0
8447-9101,153.5,120.5,33,1,0,1,0,0
8447-9102,317.5,326.5,9,1,0,1,0,0
8448-12705,257,265.5,8.5,1,0,1,0,0
8448-1901,313.5,338,24.5,1,0,1,0,0
8448-3704,236,263,27,1,0,1,0,0
8449-12701,6.5,2.5,4,1,0,1,0,0
8449-1902,101.5,113.5,12,1,0,1,0,0
8449-6102,280,272,8,1,0,1,0,0
8449-6104,254.5,282.5,28,1,0,1,0,0
8450-1901,184.5,208.5,24,1,0,1,0,0
8451-12703,165.5,183,17.5,1,0,1,0,0
8451-3703,276,272.5,3.5,1,0,1,0,0
8451-3704,208.5,204,4.5,1,0,1,0,0
8451-9102,218.5,230,11.5,1,0,1,0,0
8452-12701,32,29,3,1,0,1,0,0
8452-12704,189.5,183.5,6,1,0,1,0,0
8452-3701,265,84.5,179.5,1,0,1,0,0
8452-6104,22.5,27.5,5,1,0,1,0,0
8453-12702,171,165,6,1,0,1,0,0
8453-12704,96,103.5,7.5,1,0,1,0,0
8453-1901,46.5,194,147.5,1,0,1,0,0
8453-3701,271,116.5,154.5,1,0,1,0,0
8453-3704,44,91,47,1,0,1,0,0
8453-6104,23,19,4,1,0,1,0,0
8454-3704,333,345.5,12.5,1,0,1,0,0
8454-9101,251.5,254.5,3,1,0,1,0,0
8455-12702,212.5,225,12.5,1,0,1,0,0
8455-12705,263,246.5,16.5,1,0,1,0,0
8455-1902,136.5,352.5,144,1,0,1,0,0
8455-9102,83.5,67.5,16,1,0,1,0,0
8456-12701,212,217.5,5.5,1,0,1,0,0
8456-3703,280.5,271.5,9,1,0,1,0,0
8456-6103,108.5,204.5,96,1,0,1,0,0
8456-9101,165.5,166,0.5,1,0,1,0,0
8458-12701,24,41,17,1,0,1,0,0
8458-12703,30,13.5,16.5,1,0,1,0,0
8458-6101,89,76.5,12.5,1,0,1,0,0
8458-9102,244.5,274.5,30,1,0,1,0,0
8459-1902,96,55,41,1,0,1,0,0
8459-6102,185,164.5,20.5,1,0,1,0,0
8461-12702,359,2.5,3.5,1,0,1,0,0
8461-12703,72.5,98,25.5,1,0,1,0,0
8461-1901,53,95,42,1,0,1,0,0
8461-3704,104.5,102.5,2,1,0,1,0,0
8461-9102,62,55.5,6.5,1,0,1,0,0
8462-12702,325.5,325.5,0,1,0,1,0,0
8462-12704,41.5,15.5,26,1,0,1,0,0
8462-1902,3,335.5,27.5,1,0,1,0,0
8462-3704,291,142.5,148.5,1,0,1,0,0
8464-12702,316,313,3,1,0,1,0,0
8464-12705,334,355.5,21.5,1,0,1,0,0
8464-6103,180.5,138.5,42,1,0,1,0,0
8465-12702,138.5,104.5,34,1,0,1,0,0
8465-9101,60.5,51,9.5,1,0,1,0,0
8466-12701,183.5,199,15.5,1,0,1,0,0
8466-12703,300,307.5,7.5,1,0,1,0,0
8466-9102,55.5,28,27.5,1,0,1,0,0
8481-12705,31,51,20,1,0,1,0,0
8481-6102,124.5,124,0.5,1,0,1,0,0
8481-9102,156.5,156,0.5,1,0,1,0,0
8482-1901,272.5,14.5,102,1,0,1,0,0
8482-6104,313.5,313.5,0,1,0,1,0,0
8483-12701,222,219.5,2.5,1,0,1,0,0
8483-12702,79.5,65,14.5,1,0,1,0,0
8483-12704,224,227.5,3.5,1,0,1,0,0
8483-1901,149,243.5,94.5,1,0,1,0,0
8484-12705,252.5,257,4.5,1,0,1,0,0
8485-12701,99.5,94.5,5,1,0,1,0,0
8485-12702,44,72.5,28.5,1,0,1,0,0
8485-12705,137,133,4,1,0,1,0,0
8486-12702,286,263,23,1,0,1,0,0
8486-12704,275.5,262.5,13,1,0,1,0,0
8486-3702,134,110.5,23.5,1,0,1,0,0
8486-3704,128.5,140,11.5,1,0,1,0,0
8486-6104,191.5,153.5,38,1,0,1,0,0
8547-12705,212,212.5,0.5,1,0,1,0,0
8547-1902,110,12,98,1,0,1,0,0
8547-3704,15,26,11,1,0,1,0,0
8548-12702,45,46.5,1.5,1,0,1,0,0
8548-1902,43.5,38,5.5,1,0,1,0,0
8548-9102,164,160,4,1,0,1,0,0
8549-3702,342,8,26,1,0,1,0,0
8549-3704,142.5,139,3.5,1,0,1,0,0
8549-6103,261,237.5,23.5,1,0,1,0,0
8550-3703,344,51.5,67.5,1,0,1,0,0
8550-3704,163,165.5,2.5,1,0,1,0,0
8550-6102,245,245,0,1,0,1,0,0
8550-9101,279.5,261.5,18,1,0,1,0,0
8551-3701,71.5,86,14.5,1,0,1,0,0
8551-3702,314,142,172,1,0,1,0,0
8551-3703,108.5,248.5,140,1,0,1,0,0
8551-3704,217.5,217.5,0,1,0,1,0,0
8551-6101,306,278,28,1,0,1,0,0
8551-6104,338,343.5,5.5,1,0,1,0,0
8552-12702,98.5,81,17.5,1,0,1,0,0
8552-12704,21,24.5,3.5,1,0,1,0,0
8552-3702,82,72.5,9.5,1,0,1,0,0
8552-6101,227.5,180,47.5,1,0,1,0,0
8552-9101,290.5,291,0.5,1,0,1,0,0
8552-9102,87.5,92.5,5,1,0,1,0,0
8553-1902,110.5,12,98.5,1,0,1,0,0
8553-6104,158,155,3,1,0,1,0,0
8554-3703,105,101,4,1,0,1,0,0
8554-6101,106,87.5,18.5,1,0,1,0,0
8555-6104,74.5,337,97.5,1,0,1,0,0
8566-12703,116,120.5,4.5,1,0,1,0,0
8566-3702,199,176,23,1,0,1,0,0
8566-6101,44,75,31,1,0,1,0,0
8566-6102,62,57.5,4.5,1,0,1,0,0
8566-9101,281,347.5,66.5,1,0,1,0,0
8567-1901,64,175,111,1,0,1,0,0
8567-6103,220.5,165,55.5,1,0,1,0,0
8568-12701,305,312,7,1,0,1,0,0
8568-1902,101.5,102,0.5,1,0,1,0,0
8568-6102,253.5,229,24.5,1,0,1,0,0
8588-3701,316,318.5,2.5,1,0,1,0,0
8591-3701,31,37.5,6.5,1,0,1,0,0
8591-6101,156,222,66,1,0,1,0,0
8592-12702,150.5,130,20.5,1,0,1,0,0
8593-1902,223.5,203.5,20,1,0,1,0,0
8593-3702,27,24,3,1,0,1,0,0
8593-6101,156.5,274.5,118,1,0,1,0,0
8593-9102,7.5,354,13.5,1,0,1,0,0
8595-12703,355,14,19,1,0,1,0,0
8595-1902,265.5,31,125.5,1,0,1,0,0
8595-6102,226,227,1,1,0,1,0,0
8595-6104,252,230.5,21.5,1,0,1,0,0
8597-12701,4.5,5,0.5,1,0,1,0,0
8597-3703,223.5,214.5,9,1,0,1,0,0
8597-9101,334.5,343,8.5,1,0,1,0,0
8601-12703,180,198,18,1,0,1,0,0
8601-3703,346,4.5,18.5,1,0,1,0,0
8601-6101,270.5,254.5,16,1,0,1,0,0
8601-9101,256.5,264,7.5,1,0,1,0,0
8602-12703,46,318.5,87.5,1,0,1,0,0
8602-1901,225.5,209,16.5,1,0,1,0,0
8602-6102,207,238,31,1,0,1,0,0
8602-6104,236,248.5,12.5,1,0,1,0,0
8603-12701,314,314,0,1,0,1,0,0
8604-6102,173.5,17.5,156,1,0,1,0,0
8606-1901,95.5,107,11.5,1,0,1,0,0
8611-12705,299.5,282,17.5,1,0,1,0,0
8612-12701,246.5,227,19.5,1,0,1,0,0
8612-6102,34.5,34,0.5,1,0,1,0,0
8612-9101,192,192,0,1,0,1,0,0
8612-9102,130.5,133,2.5,1,0,1,0,0
8613-12703,21,24.5,3.5,1,0,1,0,0
8613-1902,111.5,90.5,21,1,0,1,0,0
8613-3701,195,129.5,65.5,1,0,1,0,0
8613-3702,171,195,24,1,0,1,0,0
8615-12705,255,249.5,5.5,1,0,1,0,0
8616-12705,120.5,133,12.5,1,0,1,0,0
8616-3703,16,22.5,6.5,1,0,1,0,0
8616-6101,169.5,139,30.5,1,0,1,0,0
8616-6102,43.5,36,7.5,1,0,1,0,0
8616-9101,188.5,177,11.5,1,0,1,0,0
8618-12701,238.5,229.5,9,1,0,1,0,0
8618-1902,186.5,162.5,24,1,0,1,0,0
8618-3702,336.5,329.5,7,1,0,1,0,0
8618-3703,27.5,20.5,7,1,0,1,0,0
8618-3704,213.5,215.5,2,1,0,1,0,0
8618-6103,177,293,116,1,0,1,0,0
8619-12701,85,150.5,65.5,1,0,1,0,0
8619-12702,239,240,1,1,0,1,0,0
8619-1901,112.5,81,31.5,1,0,1,0,0
8619-3704,52.5,307.5,105,1,0,1,0,0
8623-1902,268,213.5,54.5,1,0,1,0,0
8624-3702,348.5,348,0.5,1,0,1,0,0
8625-12704,287.5,224.5,63,1,0,1,0,0
8625-12705,330.5,332,1.5,1,0,1,0,0
8625-1901,187.5,175,12.5,1,0,1,0,0
8625-3703,58.5,26.5,32,1,0,1,0,0
8625-6101,321,305,16,1,0,1,0,0
8625-6102,16,13,3,1,0,1,0,0
8626-12701,47.5,6.5,41,1,0,1,0,0
8651-12701,271.5,291,19.5,1,0,1,0,0
8651-12703,223,223,0,1,0,1,0,0
8651-12704,184.5,178.5,6,1,0,1,0,0
8651-3701,193,199.5,6.5,1,0,1,0,0
8651-3703,231,150.5,80.5,1,0,1,0,0
8651-3704,115.5,83.5,32,1,0,1,0,0
8651-6101,151.5,162,10.5,1,0,1,0,0
8655-12701,357,357,0,1,0,1,0,0
8655-12703,307,298.5,8.5,1,0,1,0,0
8655-12705,185.5,209.5,24,1,0,1,0,0
8655-6102,38.5,50.5,12,1,0,1,0,0
8656-12701,339,356,17,1,0,1,0,0
8656-12703,290.5,268.5,22,1,0,1,0,0
8656-3703,323.5,330.5,7,1,0,1,0,0
8656-3704,332.5,30,57.5,1,0,1,0,0
8656-6102,307.5,332,24.5,1,0,1,0,0
8656-9102,208,205.5,2.5,1,0,1,0,0
8657-3701,262,303,41,1,0,1,0,0
8657-3702,241.5,232.5,9,1,0,1,0,0
8657-3704,285.5,267,18.5,1,0,1,0,0
8657-9101,22,5,17,1,0,1,0,0
8711-12703,258,251.5,6.5,1,0,1,0,0
8711-12704,218.5,296,77.5,1,0,1,0,0
8711-3704,240,214.5,25.5,1,0,1,0,0
8712-12703,0.5,342.5,18,1,0,1,0,0
8713-12704,128.5,123,5.5,1,0,1,0,0
8713-12705,240.5,239.5,1,1,0,1,0,0
8713-1902,42.5,33,9.5,1,0,1,0,0
8713-3701,215.5,199,16.5,1,0,1,0,0
8713-3704,107,307,160,1,0,1,0,0
8714-12703,246.5,246,0.5,1,0,1,0,0
8714-12704,279.5,268.5,11,1,0,1,0,0
8714-12705,67,68,1,1,0,1,0,0
8714-3703,174,176,2,1,0,1,0,0
8715-12704,99,105,6,1,0,1,0,0
8716-12703,51,39,12,1,0,1,0,0
8716-3703,230,357.5,127.5,1,0,1,0,0
8716-3704,221.5,248.5,27,1,0,1,0,0
8717-12703,28.5,5,23.5,1,0,1,0,0
8717-12704,179.5,182,2.5,1,0,1,0,0
8717-3701,250,266.5,16.5,1,0,1,0,0
8718-3703,128,151.5,23.5,1,0,1,0,0
8718-6101,264,359,95,1,0,1,0,0
8719-12704,150.5,132,18.5,1,0,1,0,0
8719-12705,133.5,102.5,31,1,0,1,0,0
8719-3703,261.5,283,21.5,1,0,1,0,0
8719-6104,85.5,117.5,32,1,0,1,0,0
8720-12702,337,336,1,1,0,1,0,0
8720-12704,159,191.5,32.5,1,0,1,0,0
8720-3703,165,169,4,1,0,1,0,0
8721-12702,36.5,35,1.5,1,0,1,0,0
8721-12705,354.5,6,11.5,1,0,1,0,0
8721-6101,249.5,275.5,26,1,0,1,0,0
8721-9101,29,35,6,1,0,1,0,0
8722-12703,285,243,42,1,0,1,0,0
8723-3701,156,173,17,1,0,1,0,0
8723-6102,319,227.5,91.5,1,0,1,0,0
8723-9102,97,115,18,1,0,1,0,0
8724-12705,119.5,142.5,23,1,0,1,0,0
8724-3704,1,1,0,1,0,1,0,0
8724-6103,330,155.5,174.5,1,0,1,0,0
8724-9101,150.5,153,2.5,1,0,1,0,0
8725-1902,22,175,153,1,0,1,0,0
8725-3701,251,209,42,1,0,1,0,0
8725-3704,238,238,0,1,0,1,0,0
8726-12705,244,252,8,1,0,1,0,0
8727-12703,144,114.5,29.5,1,0,1,0,0
8727-12705,163.5,165,1.5,1,0,1,0,0
8727-6104,267.5,268,0.5,1,0,1,0,0
8728-12705,263.5,282.5,19,1,0,1,0,0
8728-6102,162.5,144.5,18,1,0,1,0,0
8728-6103,103.5,99.5,4,1,0,1,0,0
8728-9101,321,351.5,30.5,1,0,1,0,0
8931-12705,359,12.5,13.5,1,0,1,0,0
8934-12703,98,96.5,1.5,1,0,1,0,0
8934-6102,15.5,25.5,10,1,0,1,0,0
8935-12702,177.5,155,22.5,1,0,1,0,0
8935-12704,217,195.5,21.5,1,0,1,0,0
8936-12703,352.5,347,5.5,1,0,1,0,0
8936-12704,217,215.5,1.5,1,0,1,0,0
8936-6102,67.5,128.5,61,1,0,1,0,0
8936-6104,77,89.5,12.5,1,0,1,0,0
8937-6102,293.5,302,8.5,1,0,1,0,0
8938-12701,259.5,260.5,1,1,0,1,0,0
8938-12705,95,70,25,1,0,1,0,0
8938-9102,325.5,293.5,32,1,0,1,0,0
8940-6102,185.5,219.5,34,1,0,1,0,0
8940-9101,160,161.5,1.5,1,0,1,0,0
8941-12701,301.5,304.5,3,1,0,1,0,0
8941-12703,250,226.5,23.5,1,0,1,0,0
8941-12704,7.5,358,9.5,1,0,1,0,0
8941-3704,83,65.5,17.5,1,0,1,0,0
8941-6101,292,280,12,1,0,1,0,0
8941-9101,299,342,43,1,0,1,0,0
8942-1902,57.5,22.5,35,1,0,1,0,0
8942-3701,257,238.5,18.5,1,0,1,0,0
8942-3704,358,2,4,1,0,1,0,0
8942-6101,346.5,332.5,14,1,0,1,0,0
8942-6102,310,315.5,5.5,1,0,1,0,0
8943-12703,186.5,182.5,4,1,0,1,0,0
8943-6103,57,27.5,29.5,1,0,1,0,0
8944-9101,81.5,88.5,7,1,0,1,0,0
8944-9102,18,358,20,1,0,1,0,0
8945-12703,31.5,25,6.5,1,0,1,0,0
8945-3702,34,313.5,80.5,1,0,1,0,0
8945-6102,98,100.5,2.5,1,0,1,0,0
8946-3701,162.5,211.5,49,1,0,1,0,0
8946-3702,108.5,144,35.5,1,0,1,0,0
8946-9101,349.5,349,0.5,1,0,1,0,0
8946-9102,348.5,334.5,14,1,0,1,0,0
8947-1902,194.5,10,175.5,1,0,1,0,0
8948-12704,206,202,4,1,0,1,0,0
8948-3701,40.5,18,22.5,1,0,1,0,0
8948-9101,132.5,136,3.5,1,0,1,0,0
8949-12701,39.5,40.5,1,1,0,1,0,0
8949-6104,25.5,65,39.5,1,0,1,0,0
8950-12701,103.5,86,17.5,1,0,1,0,0
8977-12705,62.5,51.5,11,1,0,1,0,0
8978-1902,270,145,125,1,0,1,0,0
8978-3703,251.5,252,0.5,1,0,1,0,0
8978-3704,119,100,19,1,0,1,0,0
8979-12703,313.5,314,0.5,1,0,1,0,0
8979-3701,195,167.5,27.5,1,0,1,0,0
8979-6103,169,168.5,0.5,1,0,1,0,0
8980-12701,53.5,51.5,2,1,0,1,0,0
8980-12704,252.5,277.5,25,1,0,1,0,0
8980-12705,314,320.5,6.5,1,0,1,0,0
8980-3703,183.5,187,3.5,1,0,1,0,0
8980-3704,7.5,350.5,17,1,0,1,0,0
8980-9102,82.5,93,10.5,1,0,1,0,0
8981-12702,161,137,24,1,0,1,0,0
8981-9102,127,157,30,1,0,1,0,0
8982-12702,33.5,60.5,27,1,0,1,0,0
8982-12703,333,332,1,1,0,1,0,0
8982-3704,160.5,174,13.5,1,0,1,0,0
8983-12702,223,202,21,1,0,1,0,0
8983-9102,275,274,1,1,0,1,0,0
8984-12701,128.5,116.5,12,1,0,1,0,0
8984-12703,349,354.5,5.5,1,0,1,0,0
8985-1901,273.5,311,37.5,1,0,1,0,0
8985-3704,358.5,337.5,21,1,0,1,0,0
8985-9101,201.5,197,4.5,1,0,1,0,0
8986-12702,73.5,89,15.5,1,0,1,0,0
8986-12703,74.5,43.5,31,1,0,1,0,0
8986-6104,156.5,157,0.5,1,0,1,0,0
8987-12704,54,36.5,17.5,1,0,1,0,0
8987-12705,96.5,63.5,33,1,0,1,0,0
8987-1901,223,331,108,1,0,1,0,0
8987-6101,3.5,332.5,31,1,0,1,0,0
8987-9101,144.5,164,19.5,1,0,1,0,0
8988-1901,173.5,155.5,18,1,0,1,0,0
8988-3701,357,22.5,25.5,1,0,1,0,0
8989-3704,58.5,72,13.5,1,0,1,0,0
8989-6102,285.5,351,65.5,1,0,1,0,0
8990-3703,330,342,12,1,0,1,0,0
8991-12701,244.5,244.5,0,1,0,1,0,0
8991-6103,329,93.5,124.5,1,0,1,0,0
8993-12703,53.5,68,14.5,1,0,1,0,0
8993-6104,78,68,10,1,0,1,0,0
8996-1901,239.5,98.5,141,1,0,1,0,0
8996-6102,192,175.5,16.5,1,0,1,0,0
8996-9101,343.5,342,1.5,1,0,1,0,0
8997-12703,149.5,153.5,4,1,0,1,0,0
8998-3703,359,20.5,21.5,1,0,1,0,0
8998-6102,118.5,126.5,8,1,0,1,0,0
8998-6104,216.5,205.5,11,1,0,1,0,0
8998-9101,74.5,91.5,17,1,0,1,0,0
8999-12704,27,359.5,27.5,1,0,1,0,0
8999-6102,268,271,3,1,0,1,0,0
8999-6104,215.5,176.5,39,1,0,1,0,0
8999-9102,309,299,10,1,0,1,0,0
9000-1902,43,52.5,9.5,1,0,1,0,0
9000-3702,149.5,150,0.5,1,0,1,0,0
9000-3704,170,184.5,14.5,1,0,1,0,0
9000-6103,139.5,120,19.5,1,0,1,0,0
9000-9101,111,73.5,37.5,1,0,1,0,0
9001-12702,47.5,84.5,37,1,0,1,0,0
9001-3703,177,292.5,115.5,1,0,1,0,0
9001-6102,137.5,140,2.5,1,0,1,0,0
9001-6103,302,321,19,1,0,1,0,0
9001-9102,324,304.5,19.5,1,0,1,0,0
9002-3702,120,80.5,39.5,1,0,1,0,0
9024-12702,151.5,170.5,19,1,0,1,0,0
9024-12703,267.5,263,4.5,1,0,1,0,0
9024-12704,172.5,183,10.5,1,0,1,0,0
9025-1901,199.5,293,93.5,1,0,1,0,0
9025-3701,314,155,159,1,0,1,0,0
9026-1902,346.5,239.5,107,1,0,1,0,0
9026-3702,249,281,32,1,0,1,0,0
9027-3703,273.5,216.5,57,1,0,1,0,0
9027-3704,88.5,86.5,2,1,0,1,0,0
9028-3702,17,215,162,1,0,1,0,0
9029-1902,201.5,354,152.5,1,0,1,0,0
9029-6103,5.5,19,13.5,1,0,1,0,0
9030-1902,204.5,208,3.5,1,0,1,0,0
9030-6104,335.5,12.5,37,1,0,1,0,0
9031-12701,275,269,6,1,0,1,0,0
9031-12703,193.5,192.5,1,1,0,1,0,0
9031-3701,188.5,183,5.5,1,0,1,0,0
9032-12705,290,290.5,0.5,1,0,1,0,0
9032-3703,348.5,346,2.5,1,0,1,0,0
9033-3701,286.5,289.5,3,1,0,1,0,0
9034-12702,320.5,328,7.5,1,0,1,0,0
9034-6102,123.5,131.5,8,1,0,1,0,0
9034-6104,293.5,283.5,10,1,0,1,0,0
9034-9101,105,78,27,1,0,1,0,0
9035-12701,31.5,47.5,16,1,0,1,0,0
9035-1901,335,358,23,1,0,1,0,0
9035-1902,336.5,339,2.5,1,0,1,0,0
9035-3701,248.5,223,25.5,1,0,1,0,0
9035-6104,201,188,13,1,0,1,0,0
9035-9102,228,256,28,1,0,1,0,0
9036-12702,67,72.5,5.5,1,0,1,0,0
9036-12703,268.5,268.5,0,1,0,1,0,0
9036-1902,325,175,150,1,0,1,0,0
9037-12701,341.5,358.5,17,1,0,1,0,0
9037-3704,293,308,15,1,0,1,0,0
9037-6101,347,305.5,41.5,1,0,1,0,0
9037-9101,22,33.5,11.5,1,0,1,0,0
9037-9102,99.5,109.5,10,1,0,1,0,0
9038-12704,171.5,164.5,7,1,0,1,0,0
9038-3701,53,65.5,12.5,1,0,1,0,0
9039-3701,49.5,28,21.5,1,0,1,0,0
9039-9101,15,16.5,1.5,1,0,1,0,0
9040-6103,183.5,2,178.5,1,0,1,0,0
9041-1902,283,197.5,85.5,1,0,1,0,0
9042-12701,206,218,12,1,0,1,0,0
9042-12704,81,90.5,9.5,1,0,1,0,0
9042-6103,66.5,33,33.5,1,0,1,0,0
9044-3701,171.5,163,8.5,1,0,1,0,0
9045-12703,120.5,123,2.5,1,0,1,0,0
9045-12704,289.5,279.5,10,1,0,1,0,0
9046-12705,301,275.5,25.5,1,0,1,0,0
9047-3702,221.5,166.5,55,1,0,1,0,0
9047-9101,264,275,11,1,0,1,0,0
9049-3703,294.5,310,15.5,1,0,1,0,0
9049-3704,115.5,134,18.5,1,0,1,0,0
9050-12701,339.5,331.5,8,1,0,1,0,0
9050-12703,82,95.5,13.5,1,0,1,0,0
9050-1901,102.5,118.5,16,1,0,1,0,0
9050-6104,302.5,325,22.5,1,0,1,0,0
9085-12702,341.5,340,1.5,1,0,1,0,0
9085-3701,252.5,275.5,23,1,0,1,0,0
9085-6104,342.5,12,29.5,1,0,1,0,0
9085-9101,164,164,0,1,0,1,0,0
9086-12704,221.5,212.5,9,1,0,1,0,0
9086-12705,140,149.5,9.5,1,0,1,0,0
9086-3703,47.5,40,7.5,1,0,1,0,0
9086-3704,254,262,8,1,0,1,0,0
9086-6102,27.5,14.5,13,1,0,1,0,0
9086-6103,302.5,290,12.5,1,0,1,0,0
9087-12702,97,80.5,16.5,1,0,1,0,0
9087-12703,97.5,129.5,32,1,0,1,0,0
9087-6104,202,202,0,1,0,1,0,0
9088-12703,222,190,32,1,0,1,0,0
9088-3703,256.5,255.5,1,1,0,1,0,0
9088-9101,53,44,9,1,0,1,0,0
9089-3704,105.5,103.5,2,1,0,1,0,0
9089-9102,65.5,80.5,15,1,0,1,0,0
9090-1901,3,57.5,54.5,1,0,1,0,0
9090-6102,88.5,88,0.5,1,0,1,0,0
9091-12701,199,187.5,11.5,1,0,1,0,0
9091-12703,91,93.5,2.5,1,0,1,0,0
9091-1902,237,240.5,3.5,1,0,1,0,0
9092-12703,320.5,320,0.5,1,0,1,0,0
9092-3704,78,99,21,1,0,1,0,0
9094-12703,59.5,59.5,0,1,0,1,0,0
9094-12705,133.5,115,18.5,1,0,1,0,0
9094-6101,184,182,2,1,0,1,0,0
9181-1902,22.5,171,148.5,1,0,1,0,0
9181-3703,206,211.5,5.5,1,0,1,0,0
9181-9101,320.5,313.5,7,1,0,1,0,0
9181-9102,15.5,15.5,0,1,0,1,0,0
9182-12704,140.5,152,11.5,1,0,1,0,0
9183-12704,150,153.5,3.5,1,0,1,0,0
9183-6101,25.5,35,9.5,1,0,1,0,0
9183-9101,87,85.5,1.5,1,0,1,0,0
9183-9102,133.5,109,24.5,1,0,1,0,0
9184-6103,328,326,2,1,0,1,0,0
9185-12705,32,31,1,1,0,1,0,0
9185-6102,30,13.5,16.5,1,0,1,0,0
9185-9102,187.5,193.5,6,1,0,1,0,0
9186-1901,299.5,310.5,11,1,0,1,0,0
9186-3701,118.5,92,26.5,1,0,1,0,0
9186-3704,74,262,172,1,0,1,0,0
9188-12701,112.5,117.5,5,1,0,1,0,0
9189-1901,99.5,209.5,110,1,0,1,0,0
9189-1902,183,226.5,43.5,1,0,1,0,0
9189-3704,175,144,31,1,0,1,0,0
9190-3702,112.5,115.5,3,1,0,1,0,0
9190-3703,133.5,121,12.5,1,0,1,0,0
9190-3704,97.5,101.5,4,1,0,1,0,0
9192-6101,259.5,258.5,1,1,0,1,0,0
9193-12703,13.5,14,0.5,1,0,1,0,0
9193-12704,217,219.5,2.5,1,0,1,0,0
9193-3703,104.5,115.5,11,1,0,1,0,0
9194-3704,110.5,168,57.5,1,0,1,0,0
9194-6104,88,100,12,1,0,1,0,0
9194-9101,229,264.5,35.5,1,0,1,0,0
9195-12701,167,145.5,21.5,1,0,1,0,0
9195-12702,342,335,7,1,0,1,0,0
9195-12703,143.5,192,48.5,1,0,1,0,0
9195-1902,258.5,249,9.5,1,0,1,0,0
9195-6101,43.5,49.5,6,1,0,1,0,0
9195-6102,291,278.5,12.5,1,0,1,0,0
9485-1901,68.5,47,21.5,1,0,1,0,0
9486-12703,280,280.5,0.5,1,0,1,0,0
9486-3703,223.5,244,20.5,1,0,1,0,0
9486-9102,292,285,7,1,0,1,0,0
9487-12704,153,138,15,1,0,1,0,0
9487-6101,79,89,10,1,0,1,0,0
9487-6103,152,173.5,21.5,1,0,1,0,0
9488-12703,162.5,181.5,19,1,0,1,0,0
9488-1902,120,340.5,139.5,1,0,1,0,0
9489-12704,202.5,211.5,9,1,0,1,0,0
9489-3703,32.5,77.5,45,1,0,1,0,0
9490-12703,310,296.5,13.5,1,0,1,0,0
9490-12704,335.5,342.5,7,1,0,1,0,0
9490-1901,280.5,288.5,8,1,0,1,0,0
9491-12702,21,21.5,0.5,1,0,1,0,0
9491-12703,89.5,98,8.5,1,0,1,0,0
9491-6102,69,245.5,176.5,1,0,1,0,0
9491-9101,200,206.5,6.5,1,0,1,0,0
9491-9102,345.5,4.5,19,1,0,1,0,0
9492-12702,353.5,356,2.5,1,0,1,0,0
9492-9102,340,320,20,1,0,1,0,0
9493-1901,200.5,136.5,64,1,0,1,0,0
9493-3701,42,349.5,52.5,1,0,1,0,0
9493-6104,226,256,30,1,0,1,0,0
9494-12701,184.5,206.5,22,1,0,1,0,0
9494-12702,348,21.5,33.5,1,0,1,0,0
9495-12703,106,68,38,1,0,1,0,0
9495-3701,284,264,20,1,0,1,0,0
9496-12702,27,17.5,9.5,1,0,1,0,0
9496-3702,311,311.5,0.5,1,0,1,0,0
9496-3704,77.5,72.5,5,1,0,1,0,0
9496-6102,346,20,34,1,0,1,0,0
9497-12702,159,155.5,3.5,1,0,1,0,0
9497-9101,2.5,13,10.5,1,0,1,0,0
9498-12703,244,245.5,1.5,1,0,1,0,0
9498-12704,120,93,27,1,0,1,0,0
9498-6104,82.5,68.5,14,1,0,1,0,0
9498-9102,68.5,260.5,168,1,0,1,0,0
9499-12702,64,68.5,4.5,1,0,1,0,0
9499-3703,345,326.5,18.5,1,0,1,0,0
9499-3704,275,279.5,4.5,1,0,1,0,0
9500-12703,336.5,332,4.5,1,0,1,0,0
9500-3701,241,246.5,5.5,1,0,1,0,0
9500-6101,18.5,5.5,13,1,0,1,0,0
9500-9101,104.5,108,3.5,1,0,1,0,0
9501-1902,245,262,17,1,0,1,0,0
9501-6101,54.5,62,7.5,1,0,1,0,0
9502-9102,11,356,15,1,0,1,0,0
9503-12703,12,17.5,5.5,1,0,1,0,0
9503-12705,159,157,2,1,0,1,0,0
9503-9102,155.5,160.5,5,1,0,1,0,0
9505-12702,272,272.5,0.5,1,0,1,0,0
9505-1901,46.5,27.5,19,1,0,1,0,0
